Position_race,Abbreviation,DriverNumber_race,TeamName_race,GridPosition,Year,Round,Circuit_race,Position_quali
1.0,VER,1,Red Bull Racing,1.0,2023,16,Suzuka,1.0
2.0,NOR,4,McLaren,3.0,2023,16,Suzuka,3.0
3.0,PIA,81,McLaren,2.0,2023,16,Suzuka,2.0
4.0,LEC,16,Ferrari,4.0,2023,16,Suzuka,4.0
5.0,HAM,44,Mercedes,7.0,2023,16,Suzuka,7.0
6.0,SAI,55,Ferrari,6.0,2023,16,Suzuka,6.0
7.0,RUS,63,Mercedes,8.0,2023,16,Suzuka,8.0
8.0,ALO,14,Aston Martin,10.0,2023,16,Suzuka,10.0
9.0,OCO,31,Alpine,14.0,2023,16,Suzuka,14.0
10.0,GAS,10,Alpine,12.0,2023,16,Suzuka,12.0
11.0,LAW,40,AlphaTauri,11.0,2023,16,Suzuka,11.0
12.0,TSU,22,AlphaTauri,9.0,2023,16,Suzuka,9.0
13.0,ZHO,24,Alfa Romeo,19.0,2023,16,Suzuka,19.0
14.0,HUL,27,Haas F1 Team,18.0,2023,16,Suzuka,18.0
15.0,MAG,20,Haas F1 Team,15.0,2023,16,Suzuka,15.0
16.0,ALB,23,Williams,13.0,2023,16,Suzuka,13.0
17.0,SAR,2,Williams,20.0,2023,16,Suzuka,20.0
18.0,STR,18,Aston Martin,17.0,2023,16,Suzuka,17.0
19.0,PER,11,Red Bull Racing,5.0,2023,16,Suzuka,5.0
20.0,BOT,77,Alfa Romeo,16.0,2023,16,Suzuka,16.0
1.0,VER,1,Red Bull Racing,1.0,2023,17,Lusail,1.0
2.0,PIA,81,McLaren,6.0,2023,17,Lusail,6.0
3.0,NOR,4,McLaren,10.0,2023,17,Lusail,10.0
4.0,RUS,63,Mercedes,2.0,2023,17,Lusail,2.0
5.0,LEC,16,Ferrari,5.0,2023,17,Lusail,5.0
6.0,ALO,14,Aston Martin,4.0,2023,17,Lusail,4.0
7.0,OCO,31,Alpine,8.0,2023,17,Lusail,8.0
8.0,BOT,77,Alfa Romeo,9.0,2023,17,Lusail,9.0
9.0,ZHO,24,Alfa Romeo,19.0,2023,17,Lusail,20.0
10.0,PER,11,Red Bull Racing,20.0,2023,17,Lusail,13.0
11.0,STR,18,Aston Martin,16.0,2023,17,Lusail,17.0
12.0,GAS,10,Alpine,7.0,2023,17,Lusail,7.0
13.0,ALB,23,Williams,13.0,2023,17,Lusail,14.0
14.0,MAG,20,Haas F1 Team,18.0,2023,17,Lusail,19.0
15.0,TSU,22,AlphaTauri,11.0,2023,17,Lusail,11.0
16.0,HUL,27,Haas F1 Team,14.0,2023,17,Lusail,15.0
17.0,LAW,40,AlphaTauri,17.0,2023,17,Lusail,18.0
18.0,SAR,2,Williams,15.0,2023,17,Lusail,16.0
19.0,HAM,44,Mercedes,3.0,2023,17,Lusail,3.0
20.0,SAI,55,Ferrari,12.0,2023,17,Lusail,12.0
1.0,VER,1,Red Bull Racing,6.0,2023,18,Austin,6.0
2.0,NOR,4,McLaren,2.0,2023,18,Austin,2.0
3.0,SAI,55,Ferrari,4.0,2023,18,Austin,4.0
4.0,PER,11,Red Bull Racing,9.0,2023,18,Austin,9.0
5.0,RUS,63,Mercedes,5.0,2023,18,Austin,5.0
6.0,GAS,10,Alpine,7.0,2023,18,Austin,7.0
7.0,STR,18,Aston Martin,20.0,2023,18,Austin,19.0
8.0,TSU,22,AlphaTauri,11.0,2023,18,Austin,11.0
9.0,ALB,23,Williams,15.0,2023,18,Austin,18.0
10.0,SAR,2,Williams,16.0,2023,18,Austin,20.0
11.0,HUL,27,Haas F1 Team,18.0,2023,18,Austin,16.0
12.0,BOT,77,Alfa Romeo,13.0,2023,18,Austin,13.0
13.0,ZHO,24,Alfa Romeo,12.0,2023,18,Austin,12.0
14.0,MAG,20,Haas F1 Team,17.0,2023,18,Austin,14.0
15.0,RIC,3,AlphaTauri,14.0,2023,18,Austin,15.0
16.0,ALO,14,Aston Martin,19.0,2023,18,Austin,17.0
17.0,PIA,81,McLaren,10.0,2023,18,Austin,10.0
18.0,OCO,31,Alpine,8.0,2023,18,Austin,8.0
19.0,HAM,44,Mercedes,3.0,2023,18,Austin,3.0
20.0,LEC,16,Ferrari,1.0,2023,18,Austin,1.0
1.0,VER,1,Red Bull Racing,3.0,2023,19,Mexico City,3.0
2.0,HAM,44,Mercedes,6.0,2023,19,Mexico City,6.0
3.0,LEC,16,Ferrari,1.0,2023,19,Mexico City,1.0
4.0,SAI,55,Ferrari,2.0,2023,19,Mexico City,2.0
5.0,NOR,4,McLaren,17.0,2023,19,Mexico City,19.0
6.0,RUS,63,Mercedes,8.0,2023,19,Mexico City,8.0
7.0,RIC,3,AlphaTauri,4.0,2023,19,Mexico City,4.0
8.0,PIA,81,McLaren,7.0,2023,19,Mexico City,7.0
9.0,ALB,23,Williams,14.0,2023,19,Mexico City,14.0
10.0,OCO,31,Alpine,15.0,2023,19,Mexico City,16.0
11.0,GAS,10,Alpine,11.0,2023,19,Mexico City,11.0
12.0,TSU,22,AlphaTauri,18.0,2023,19,Mexico City,15.0
13.0,HUL,27,Haas F1 Team,12.0,2023,19,Mexico City,12.0
14.0,ZHO,24,Alfa Romeo,10.0,2023,19,Mexico City,10.0
15.0,BOT,77,Alfa Romeo,9.0,2023,19,Mexico City,9.0
16.0,SAR,2,Williams,19.0,2023,19,Mexico City,20.0
17.0,STR,18,Aston Martin,21.0,2023,19,Mexico City,18.0
18.0,ALO,14,Aston Martin,13.0,2023,19,Mexico City,13.0
19.0,MAG,20,Haas F1 Team,16.0,2023,19,Mexico City,17.0
20.0,PER,11,Red Bull Racing,5.0,2023,19,Mexico City,5.0
1.0,VER,1,Red Bull Racing,1.0,2023,20,São Paulo,1.0
2.0,NOR,4,McLaren,6.0,2023,20,São Paulo,7.0
3.0,ALO,14,Aston Martin,4.0,2023,20,São Paulo,4.0
4.0,PER,11,Red Bull Racing,9.0,2023,20,São Paulo,9.0
5.0,STR,18,Aston Martin,3.0,2023,20,São Paulo,3.0
6.0,SAI,55,Ferrari,7.0,2023,20,São Paulo,8.0
7.0,GAS,10,Alpine,15.0,2023,20,São Paulo,13.0
8.0,HAM,44,Mercedes,5.0,2023,20,São Paulo,5.0
9.0,TSU,22,AlphaTauri,16.0,2023,20,São Paulo,16.0
10.0,OCO,31,Alpine,14.0,2023,20,São Paulo,12.0
11.0,SAR,2,Williams,19.0,2023,20,São Paulo,19.0
12.0,HUL,27,Haas F1 Team,11.0,2023,20,São Paulo,11.0
13.0,RIC,3,AlphaTauri,17.0,2023,20,São Paulo,17.0
14.0,PIA,81,McLaren,10.0,2023,20,São Paulo,10.0
15.0,RUS,63,Mercedes,8.0,2023,20,São Paulo,6.0
16.0,BOT,77,Alfa Romeo,18.0,2023,20,São Paulo,18.0
17.0,ZHO,24,Alfa Romeo,20.0,2023,20,São Paulo,20.0
18.0,MAG,20,Haas F1 Team,12.0,2023,20,São Paulo,14.0
19.0,ALB,23,Williams,13.0,2023,20,São Paulo,15.0
20.0,LEC,16,Ferrari,2.0,2023,20,São Paulo,2.0
1.0,VER,1,Red Bull Racing,2.0,2023,21,Las Vegas,3.0
2.0,LEC,16,Ferrari,1.0,2023,21,Las Vegas,1.0
3.0,PER,11,Red Bull Racing,11.0,2023,21,Las Vegas,12.0
4.0,OCO,31,Alpine,16.0,2023,21,Las Vegas,17.0
5.0,STR,18,Aston Martin,19.0,2023,21,Las Vegas,14.0
6.0,SAI,55,Ferrari,12.0,2023,21,Las Vegas,2.0
7.0,HAM,44,Mercedes,10.0,2023,21,Las Vegas,11.0
8.0,RUS,63,Mercedes,3.0,2023,21,Las Vegas,4.0
9.0,ALO,14,Aston Martin,9.0,2023,21,Las Vegas,10.0
10.0,PIA,81,McLaren,18.0,2023,21,Las Vegas,19.0
11.0,GAS,10,Alpine,4.0,2023,21,Las Vegas,5.0
12.0,ALB,23,Williams,5.0,2023,21,Las Vegas,6.0
13.0,MAG,20,Haas F1 Team,8.0,2023,21,Las Vegas,9.0
14.0,RIC,3,AlphaTauri,14.0,2023,21,Las Vegas,15.0
15.0,ZHO,24,Alfa Romeo,17.0,2023,21,Las Vegas,18.0
16.0,SAR,2,Williams,6.0,2023,21,Las Vegas,7.0
17.0,BOT,77,Alfa Romeo,7.0,2023,21,Las Vegas,8.0
18.0,TSU,22,AlphaTauri,20.0,2023,21,Las Vegas,20.0
19.0,HUL,27,Haas F1 Team,13.0,2023,21,Las Vegas,13.0
20.0,NOR,4,McLaren,15.0,2023,21,Las Vegas,16.0
1.0,VER,1,Red Bull Racing,1.0,2024,1,Sakhir,1.0
2.0,PER,11,Red Bull Racing,5.0,2024,1,Sakhir,5.0
3.0,SAI,55,Ferrari,4.0,2024,1,Sakhir,4.0
4.0,LEC,16,Ferrari,2.0,2024,1,Sakhir,2.0
5.0,RUS,63,Mercedes,3.0,2024,1,Sakhir,3.0
6.0,NOR,4,McLaren,7.0,2024,1,Sakhir,7.0
7.0,HAM,44,Mercedes,9.0,2024,1,Sakhir,9.0
8.0,PIA,81,McLaren,8.0,2024,1,Sakhir,8.0
9.0,ALO,14,Aston Martin,6.0,2024,1,Sakhir,6.0
10.0,STR,18,Aston Martin,12.0,2024,1,Sakhir,12.0
11.0,ZHO,24,Kick Sauber,17.0,2024,1,Sakhir,17.0
12.0,MAG,20,Haas F1 Team,15.0,2024,1,Sakhir,15.0
13.0,RIC,3,RB,14.0,2024,1,Sakhir,14.0
14.0,TSU,22,RB,11.0,2024,1,Sakhir,11.0
15.0,ALB,23,Williams,13.0,2024,1,Sakhir,13.0
16.0,HUL,27,Haas F1 Team,10.0,2024,1,Sakhir,10.0
17.0,OCO,31,Alpine,19.0,2024,1,Sakhir,19.0
18.0,GAS,10,Alpine,20.0,2024,1,Sakhir,20.0
19.0,BOT,77,Kick Sauber,16.0,2024,1,Sakhir,16.0
20.0,SAR,2,Williams,18.0,2024,1,Sakhir,18.0
1.0,VER,1,Red Bull Racing,1.0,2024,2,Jeddah,1.0
2.0,PER,11,Red Bull Racing,3.0,2024,2,Jeddah,3.0
3.0,LEC,16,Ferrari,2.0,2024,2,Jeddah,2.0
4.0,PIA,81,McLaren,5.0,2024,2,Jeddah,5.0
5.0,ALO,14,Aston Martin,4.0,2024,2,Jeddah,4.0
6.0,RUS,63,Mercedes,7.0,2024,2,Jeddah,7.0
7.0,BEA,38,Ferrari,11.0,2024,2,Jeddah,11.0
8.0,NOR,4,McLaren,6.0,2024,2,Jeddah,6.0
9.0,HAM,44,Mercedes,8.0,2024,2,Jeddah,8.0
10.0,HUL,27,Haas F1 Team,15.0,2024,2,Jeddah,15.0
11.0,ALB,23,Williams,12.0,2024,2,Jeddah,12.0
12.0,MAG,20,Haas F1 Team,13.0,2024,2,Jeddah,13.0
13.0,OCO,31,Alpine,17.0,2024,2,Jeddah,17.0
14.0,SAR,2,Williams,19.0,2024,2,Jeddah,19.0
15.0,TSU,22,RB,9.0,2024,2,Jeddah,9.0
16.0,RIC,3,RB,14.0,2024,2,Jeddah,14.0
17.0,BOT,77,Kick Sauber,16.0,2024,2,Jeddah,16.0
18.0,ZHO,24,Kick Sauber,20.0,2024,2,Jeddah,20.0
19.0,STR,18,Aston Martin,10.0,2024,2,Jeddah,10.0
20.0,GAS,10,Alpine,18.0,2024,2,Jeddah,18.0
1.0,SAI,55,Ferrari,2.0,2024,3,Melbourne,2.0
2.0,LEC,16,Ferrari,4.0,2024,3,Melbourne,5.0
3.0,NOR,4,McLaren,3.0,2024,3,Melbourne,4.0
4.0,PIA,81,McLaren,5.0,2024,3,Melbourne,6.0
5.0,PER,11,Red Bull Racing,6.0,2024,3,Melbourne,3.0
6.0,STR,18,Aston Martin,9.0,2024,3,Melbourne,9.0
7.0,TSU,22,RB,8.0,2024,3,Melbourne,8.0
8.0,ALO,14,Aston Martin,10.0,2024,3,Melbourne,10.0
9.0,HUL,27,Haas F1 Team,16.0,2024,3,Melbourne,16.0
10.0,MAG,20,Haas F1 Team,14.0,2024,3,Melbourne,14.0
11.0,ALB,23,Williams,12.0,2024,3,Melbourne,12.0
12.0,RIC,3,RB,18.0,2024,3,Melbourne,18.0
13.0,GAS,10,Alpine,17.0,2024,3,Melbourne,17.0
14.0,BOT,77,Kick Sauber,13.0,2024,3,Melbourne,13.0
15.0,ZHO,24,Kick Sauber,19.0,2024,3,Melbourne,19.0
16.0,OCO,31,Alpine,15.0,2024,3,Melbourne,15.0
17.0,RUS,63,Mercedes,7.0,2024,3,Melbourne,7.0
18.0,HAM,44,Mercedes,11.0,2024,3,Melbourne,11.0
19.0,VER,1,Red Bull Racing,1.0,2024,3,Melbourne,1.0
1.0,VER,1,Red Bull Racing,1.0,2024,4,Suzuka,1.0
2.0,PER,11,Red Bull Racing,2.0,2024,4,Suzuka,2.0
3.0,SAI,55,Ferrari,4.0,2024,4,Suzuka,4.0
4.0,LEC,16,Ferrari,8.0,2024,4,Suzuka,8.0
5.0,NOR,4,McLaren,3.0,2024,4,Suzuka,3.0
6.0,ALO,14,Aston Martin,5.0,2024,4,Suzuka,5.0
7.0,RUS,63,Mercedes,9.0,2024,4,Suzuka,9.0
8.0,PIA,81,McLaren,6.0,2024,4,Suzuka,6.0
9.0,HAM,44,Mercedes,7.0,2024,4,Suzuka,7.0
10.0,TSU,22,RB,10.0,2024,4,Suzuka,10.0
11.0,HUL,27,Haas F1 Team,12.0,2024,4,Suzuka,12.0
12.0,STR,18,Aston Martin,16.0,2024,4,Suzuka,16.0
13.0,MAG,20,Haas F1 Team,18.0,2024,4,Suzuka,18.0
14.0,BOT,77,Kick Sauber,13.0,2024,4,Suzuka,13.0
15.0,OCO,31,Alpine,15.0,2024,4,Suzuka,15.0
16.0,GAS,10,Alpine,17.0,2024,4,Suzuka,17.0
17.0,SAR,2,Williams,19.0,2024,4,Suzuka,19.0
18.0,ZHO,24,Kick Sauber,20.0,2024,4,Suzuka,20.0
19.0,RIC,3,RB,11.0,2024,4,Suzuka,11.0
20.0,ALB,23,Williams,14.0,2024,4,Suzuka,14.0
1.0,VER,1,Red Bull Racing,1.0,2024,5,Shanghai,1.0
2.0,NOR,4,McLaren,4.0,2024,5,Shanghai,4.0
3.0,PER,11,Red Bull Racing,2.0,2024,5,Shanghai,2.0
4.0,LEC,16,Ferrari,6.0,2024,5,Shanghai,6.0
5.0,SAI,55,Ferrari,7.0,2024,5,Shanghai,7.0
6.0,RUS,63,Mercedes,8.0,2024,5,Shanghai,8.0
7.0,ALO,14,Aston Martin,3.0,2024,5,Shanghai,3.0
8.0,PIA,81,McLaren,5.0,2024,5,Shanghai,5.0
9.0,HAM,44,Mercedes,18.0,2024,5,Shanghai,18.0
10.0,HUL,27,Haas F1 Team,9.0,2024,5,Shanghai,9.0
11.0,OCO,31,Alpine,13.0,2024,5,Shanghai,13.0
12.0,ALB,23,Williams,14.0,2024,5,Shanghai,14.0
13.0,GAS,10,Alpine,15.0,2024,5,Shanghai,15.0
14.0,ZHO,24,Kick Sauber,16.0,2024,5,Shanghai,16.0
15.0,STR,18,Aston Martin,11.0,2024,5,Shanghai,11.0
16.0,MAG,20,Haas F1 Team,17.0,2024,5,Shanghai,17.0
17.0,SAR,2,Williams,20.0,2024,5,Shanghai,20.0
18.0,RIC,3,RB,12.0,2024,5,Shanghai,12.0
19.0,TSU,22,RB,19.0,2024,5,Shanghai,19.0
20.0,BOT,77,Kick Sauber,10.0,2024,5,Shanghai,10.0
1.0,NOR,4,McLaren,5.0,2024,6,Miami,5.0
2.0,VER,1,Red Bull Racing,1.0,2024,6,Miami,1.0
3.0,LEC,16,Ferrari,2.0,2024,6,Miami,2.0
4.0,PER,11,Red Bull Racing,4.0,2024,6,Miami,4.0
5.0,SAI,55,Ferrari,3.0,2024,6,Miami,3.0
6.0,HAM,44,Mercedes,8.0,2024,6,Miami,8.0
7.0,TSU,22,RB,10.0,2024,6,Miami,10.0
8.0,RUS,63,Mercedes,7.0,2024,6,Miami,7.0
9.0,ALO,14,Aston Martin,15.0,2024,6,Miami,15.0
10.0,OCO,31,Alpine,13.0,2024,6,Miami,13.0
11.0,HUL,27,Haas F1 Team,9.0,2024,6,Miami,9.0
12.0,GAS,10,Alpine,12.0,2024,6,Miami,12.0
13.0,PIA,81,McLaren,6.0,2024,6,Miami,6.0
14.0,ZHO,24,Kick Sauber,19.0,2024,6,Miami,20.0
15.0,RIC,3,RB,20.0,2024,6,Miami,18.0
16.0,BOT,77,Kick Sauber,16.0,2024,6,Miami,16.0
17.0,STR,18,Aston Martin,11.0,2024,6,Miami,11.0
18.0,ALB,23,Williams,14.0,2024,6,Miami,14.0
19.0,MAG,20,Haas F1 Team,18.0,2024,6,Miami,19.0
20.0,SAR,2,Williams,17.0,2024,6,Miami,17.0
1.0,VER,1,Red Bull Racing,1.0,2024,7,Imola,1.0
2.0,NOR,4,McLaren,2.0,2024,7,Imola,3.0
3.0,LEC,16,Ferrari,3.0,2024,7,Imola,4.0
4.0,PIA,81,McLaren,5.0,2024,7,Imola,2.0
5.0,SAI,55,Ferrari,4.0,2024,7,Imola,5.0
6.0,HAM,44,Mercedes,8.0,2024,7,Imola,8.0
7.0,RUS,63,Mercedes,6.0,2024,7,Imola,6.0
8.0,PER,11,Red Bull Racing,11.0,2024,7,Imola,11.0
9.0,STR,18,Aston Martin,13.0,2024,7,Imola,13.0
10.0,TSU,22,RB,7.0,2024,7,Imola,7.0
11.0,HUL,27,Haas F1 Team,10.0,2024,7,Imola,10.0
12.0,MAG,20,Haas F1 Team,18.0,2024,7,Imola,18.0
13.0,RIC,3,RB,9.0,2024,7,Imola,9.0
14.0,OCO,31,Alpine,12.0,2024,7,Imola,12.0
15.0,ZHO,24,Kick Sauber,17.0,2024,7,Imola,17.0
16.0,GAS,10,Alpine,15.0,2024,7,Imola,15.0
17.0,SAR,2,Williams,19.0,2024,7,Imola,20.0
18.0,BOT,77,Kick Sauber,16.0,2024,7,Imola,16.0
19.0,ALO,14,Aston Martin,20.0,2024,7,Imola,19.0
20.0,ALB,23,Williams,14.0,2024,7,Imola,14.0
1.0,LEC,16,Ferrari,1.0,2024,8,Monaco,1.0
2.0,PIA,81,McLaren,2.0,2024,8,Monaco,2.0
3.0,SAI,55,Ferrari,3.0,2024,8,Monaco,3.0
4.0,NOR,4,McLaren,4.0,2024,8,Monaco,4.0
5.0,RUS,63,Mercedes,5.0,2024,8,Monaco,5.0
6.0,VER,1,Red Bull Racing,6.0,2024,8,Monaco,6.0
7.0,HAM,44,Mercedes,7.0,2024,8,Monaco,7.0
8.0,TSU,22,RB,8.0,2024,8,Monaco,8.0
9.0,ALB,23,Williams,9.0,2024,8,Monaco,9.0
10.0,GAS,10,Alpine,10.0,2024,8,Monaco,10.0
11.0,ALO,14,Aston Martin,14.0,2024,8,Monaco,14.0
12.0,RIC,3,RB,12.0,2024,8,Monaco,12.0
13.0,BOT,77,Kick Sauber,17.0,2024,8,Monaco,17.0
14.0,STR,18,Aston Martin,13.0,2024,8,Monaco,13.0
15.0,SAR,2,Williams,15.0,2024,8,Monaco,15.0
16.0,ZHO,24,Kick Sauber,18.0,2024,8,Monaco,18.0
17.0,OCO,31,Alpine,11.0,2024,8,Monaco,11.0
18.0,PER,11,Red Bull Racing,16.0,2024,8,Monaco,16.0
19.0,HUL,27,Haas F1 Team,19.0,2024,8,Monaco,14.0
20.0,MAG,20,Haas F1 Team,20.0,2024,8,Monaco,15.0
1.0,VER,1,Red Bull Racing,2.0,2024,9,Montréal,2.0
2.0,NOR,4,McLaren,3.0,2024,9,Montréal,3.0
3.0,RUS,63,Mercedes,1.0,2024,9,Montréal,1.0
4.0,HAM,44,Mercedes,7.0,2024,9,Montréal,7.0
5.0,PIA,81,McLaren,4.0,2024,9,Montréal,4.0
6.0,ALO,14,Aston Martin,6.0,2024,9,Montréal,6.0
7.0,STR,18,Aston Martin,9.0,2024,9,Montréal,9.0
8.0,RIC,3,RB,5.0,2024,9,Montréal,5.0
9.0,GAS,10,Alpine,15.0,2024,9,Montréal,15.0
10.0,OCO,31,Alpine,18.0,2024,9,Montréal,18.0
11.0,HUL,27,Haas F1 Team,17.0,2024,9,Montréal,19.0
12.0,MAG,20,Haas F1 Team,14.0,2024,9,Montréal,14.0
13.0,BOT,77,Kick Sauber,19.0,2024,9,Montréal,17.0
14.0,TSU,22,RB,8.0,2024,9,Montréal,8.0
15.0,ZHO,24,Kick Sauber,20.0,2024,9,Montréal,20.0
16.0,SAI,55,Ferrari,12.0,2024,9,Montréal,12.0
17.0,ALB,23,Williams,10.0,2024,9,Montréal,10.0
18.0,PER,11,Red Bull Racing,16.0,2024,9,Montréal,16.0
19.0,LEC,16,Ferrari,11.0,2024,9,Montréal,11.0
20.0,SAR,2,Williams,13.0,2024,9,Montréal,13.0
1.0,VER,1,Red Bull Racing,2.0,2024,10,Barcelona,2.0
2.0,NOR,4,McLaren,1.0,2024,10,Barcelona,1.0
3.0,HAM,44,Mercedes,3.0,2024,10,Barcelona,3.0
4.0,RUS,63,Mercedes,4.0,2024,10,Barcelona,4.0
5.0,LEC,16,Ferrari,5.0,2024,10,Barcelona,5.0
6.0,SAI,55,Ferrari,6.0,2024,10,Barcelona,6.0
7.0,PIA,81,McLaren,9.0,2024,10,Barcelona,10.0
8.0,PER,11,Red Bull Racing,11.0,2024,10,Barcelona,8.0
9.0,GAS,10,Alpine,7.0,2024,10,Barcelona,7.0
10.0,OCO,31,Alpine,8.0,2024,10,Barcelona,9.0
11.0,HUL,27,Haas F1 Team,13.0,2024,10,Barcelona,13.0
12.0,ALO,14,Aston Martin,10.0,2024,10,Barcelona,11.0
13.0,ZHO,24,Kick Sauber,15.0,2024,10,Barcelona,15.0
14.0,STR,18,Aston Martin,14.0,2024,10,Barcelona,14.0
15.0,RIC,3,RB,18.0,2024,10,Barcelona,18.0
16.0,BOT,77,Kick Sauber,12.0,2024,10,Barcelona,12.0
17.0,MAG,20,Haas F1 Team,16.0,2024,10,Barcelona,16.0
18.0,ALB,23,Williams,20.0,2024,10,Barcelona,19.0
19.0,TSU,22,RB,17.0,2024,10,Barcelona,17.0
20.0,SAR,2,Williams,19.0,2024,10,Barcelona,20.0
1.0,RUS,63,Mercedes,3.0,2024,11,Spielberg,3.0
2.0,PIA,81,McLaren,7.0,2024,11,Spielberg,7.0
3.0,SAI,55,Ferrari,4.0,2024,11,Spielberg,4.0
4.0,HAM,44,Mercedes,5.0,2024,11,Spielberg,5.0
5.0,VER,1,Red Bull Racing,1.0,2024,11,Spielberg,1.0
6.0,HUL,27,Haas F1 Team,9.0,2024,11,Spielberg,9.0
7.0,PER,11,Red Bull Racing,8.0,2024,11,Spielberg,8.0
8.0,MAG,20,Haas F1 Team,12.0,2024,11,Spielberg,12.0
9.0,RIC,3,RB,11.0,2024,11,Spielberg,11.0
10.0,GAS,10,Alpine,13.0,2024,11,Spielberg,13.0
11.0,LEC,16,Ferrari,6.0,2024,11,Spielberg,6.0
12.0,OCO,31,Alpine,10.0,2024,11,Spielberg,10.0
13.0,STR,18,Aston Martin,17.0,2024,11,Spielberg,17.0
14.0,TSU,22,RB,14.0,2024,11,Spielberg,14.0
15.0,ALB,23,Williams,16.0,2024,11,Spielberg,16.0
16.0,BOT,77,Kick Sauber,18.0,2024,11,Spielberg,18.0
17.0,ZHO,24,Kick Sauber,20.0,2024,11,Spielberg,20.0
18.0,ALO,14,Aston Martin,15.0,2024,11,Spielberg,15.0
19.0,SAR,2,Williams,19.0,2024,11,Spielberg,19.0
20.0,NOR,4,McLaren,2.0,2024,11,Spielberg,2.0
1.0,HAM,44,Mercedes,2.0,2024,12,Silverstone,2.0
2.0,VER,1,Red Bull Racing,4.0,2024,12,Silverstone,4.0
3.0,NOR,4,McLaren,3.0,2024,12,Silverstone,3.0
4.0,PIA,81,McLaren,5.0,2024,12,Silverstone,5.0
5.0,SAI,55,Ferrari,7.0,2024,12,Silverstone,7.0
6.0,HUL,27,Haas F1 Team,6.0,2024,12,Silverstone,6.0
7.0,STR,18,Aston Martin,8.0,2024,12,Silverstone,8.0
8.0,ALO,14,Aston Martin,10.0,2024,12,Silverstone,10.0
9.0,ALB,23,Williams,9.0,2024,12,Silverstone,9.0
10.0,TSU,22,RB,13.0,2024,12,Silverstone,13.0
11.0,SAR,2,Williams,12.0,2024,12,Silverstone,12.0
12.0,MAG,20,Haas F1 Team,17.0,2024,12,Silverstone,17.0
13.0,RIC,3,RB,15.0,2024,12,Silverstone,15.0
14.0,LEC,16,Ferrari,11.0,2024,12,Silverstone,11.0
15.0,BOT,77,Kick Sauber,16.0,2024,12,Silverstone,16.0
16.0,OCO,31,Alpine,18.0,2024,12,Silverstone,18.0
17.0,PER,11,Red Bull Racing,20.0,2024,12,Silverstone,19.0
18.0,ZHO,24,Kick Sauber,14.0,2024,12,Silverstone,14.0
19.0,RUS,63,Mercedes,1.0,2024,12,Silverstone,1.0
20.0,GAS,10,Alpine,19.0,2024,12,Silverstone,20.0
1.0,PIA,81,McLaren,2.0,2024,13,Budapest,2.0
2.0,NOR,4,McLaren,1.0,2024,13,Budapest,1.0
3.0,HAM,44,Mercedes,5.0,2024,13,Budapest,5.0
4.0,LEC,16,Ferrari,6.0,2024,13,Budapest,6.0
5.0,VER,1,Red Bull Racing,3.0,2024,13,Budapest,3.0
6.0,SAI,55,Ferrari,4.0,2024,13,Budapest,4.0
7.0,PER,11,Red Bull Racing,16.0,2024,13,Budapest,16.0
8.0,RUS,63,Mercedes,17.0,2024,13,Budapest,17.0
9.0,TSU,22,RB,10.0,2024,13,Budapest,10.0
10.0,STR,18,Aston Martin,8.0,2024,13,Budapest,8.0
11.0,ALO,14,Aston Martin,7.0,2024,13,Budapest,7.0
12.0,RIC,3,RB,9.0,2024,13,Budapest,9.0
13.0,HUL,27,Haas F1 Team,11.0,2024,13,Budapest,11.0
14.0,ALB,23,Williams,13.0,2024,13,Budapest,13.0
15.0,MAG,20,Haas F1 Team,15.0,2024,13,Budapest,15.0
16.0,BOT,77,Kick Sauber,12.0,2024,13,Budapest,12.0
17.0,SAR,2,Williams,14.0,2024,13,Budapest,14.0
18.0,OCO,31,Alpine,19.0,2024,13,Budapest,19.0
19.0,ZHO,24,Kick Sauber,18.0,2024,13,Budapest,18.0
20.0,GAS,10,Alpine,20.0,2024,13,Budapest,20.0
1.0,HAM,44,Mercedes,3.0,2024,14,Spa-Francorchamps,4.0
2.0,PIA,81,McLaren,5.0,2024,14,Spa-Francorchamps,6.0
3.0,LEC,16,Ferrari,1.0,2024,14,Spa-Francorchamps,2.0
4.0,VER,1,Red Bull Racing,11.0,2024,14,Spa-Francorchamps,1.0
5.0,NOR,4,McLaren,4.0,2024,14,Spa-Francorchamps,5.0
6.0,SAI,55,Ferrari,7.0,2024,14,Spa-Francorchamps,8.0
7.0,PER,11,Red Bull Racing,2.0,2024,14,Spa-Francorchamps,3.0
8.0,ALO,14,Aston Martin,8.0,2024,14,Spa-Francorchamps,9.0
9.0,OCO,31,Alpine,9.0,2024,14,Spa-Francorchamps,10.0
10.0,RIC,3,RB,13.0,2024,14,Spa-Francorchamps,13.0
11.0,STR,18,Aston Martin,15.0,2024,14,Spa-Francorchamps,15.0
12.0,ALB,23,Williams,10.0,2024,14,Spa-Francorchamps,11.0
13.0,GAS,10,Alpine,12.0,2024,14,Spa-Francorchamps,12.0
14.0,MAG,20,Haas F1 Team,17.0,2024,14,Spa-Francorchamps,17.0
15.0,BOT,77,Kick Sauber,14.0,2024,14,Spa-Francorchamps,14.0
16.0,TSU,22,RB,20.0,2024,14,Spa-Francorchamps,18.0
17.0,SAR,2,Williams,18.0,2024,14,Spa-Francorchamps,19.0
18.0,HUL,27,Haas F1 Team,16.0,2024,14,Spa-Francorchamps,16.0
